Frame,Flat,Construction,Object,Nature,Sky,Human,Vehicle
frame_1017,0.2550,0.3218,0.0009,0.0410,0.3123,0.0615,0.0075
frame_1018,0.2495,0.3190,0.0004,0.0435,0.3132,0.0645,0.0099
frame_1019,0.2472,0.3147,0.0006,0.0444,0.3112,0.0753,0.0067
frame_1020,0.2464,0.3129,0.0005,0.0490,0.3126,0.0731,0.0055
frame_1021,0.2451,0.3129,0.0007,0.0458,0.3112,0.0796,0.0047
frame_1022,0.2403,0.3180,0.0010,0.0447,0.3096,0.0825,0.0039
frame_1023,0.2364,0.3268,0.0003,0.0412,0.3095,0.0819,0.0039
frame_1024,0.2379,0.3168,0.0009,0.0399,0.3097,0.0908,0.0039
frame_1025,0.2355,0.3263,0.0008,0.0344,0.3148,0.0819,0.0063
frame_1026,0.2320,0.3254,0.0001,0.0321,0.3158,0.0906,0.0040
frame_1027,0.2327,0.3240,0.0003,0.0319,0.3184,0.0916,0.0011
frame_1028,0.2277,0.3200,0.0005,0.0317,0.3223,0.0910,0.0067
frame_1029,0.2253,0.4801,0.0004,0.0330,0.1580,0.0985,0.0047
frame_1030,0.2293,0.4664,0.0004,0.0341,0.1679,0.0968,0.0052
frame_1031,0.2184,0.4139,0.0003,0.0347,0.2163,0.1059,0.0105
frame_1032,0.2153,0.4529,0.0009,0.0372,0.1720,0.1138,0.0080
frame_1033,0.2166,0.2927,0.0006,0.0354,0.3325,0.1063,0.0159
frame_1034,0.2128,0.2811,0.0010,0.0348,0.3342,0.1262,0.0099
frame_1035,0.2071,0.3331,0.0008,0.0350,0.2818,0.1156,0.0267
frame_1036,0.2095,0.2737,0.0007,0.0403,0.3398,0.1120,0.0241
frame_1037,0.2149,0.2653,0.0046,0.0402,0.3419,0.1049,0.0282
frame_1038,0.2174,0.2703,0.0009,0.0427,0.3461,0.1045,0.0182
frame_1039,0.2128,0.2660,0.0009,0.0469,0.3477,0.0967,0.0291
frame_1040,0.2195,0.2624,0.0013,0.0469,0.3504,0.0895,0.0300
frame_1041,0.2247,0.2448,0.0021,0.0514,0.3528,0.0948,0.0295
frame_1042,0.2136,0.2496,0.0020,0.0626,0.3519,0.0979,0.0224
frame_1043,0.2347,0.2344,0.0020,0.0684,0.3551,0.0840,0.0214
frame_1044,0.2408,0.2234,0.0025,0.0724,0.3571,0.0771,0.0266
frame_1045,0.2566,0.2124,0.0035,0.0649,0.3582,0.0739,0.0305
frame_1046,0.2535,0.2163,0.0029,0.0624,0.3611,0.0770,0.0268
frame_1047,0.2677,0.2119,0.0052,0.0580,0.3621,0.0762,0.0189
frame_1048,0.2619,0.2086,0.0035,0.0587,0.3646,0.0767,0.0261
frame_1049,0.2652,0.2097,0.0043,0.0550,0.3654,0.0749,0.0256
frame_1050,0.2693,0.2161,0.0052,0.0537,0.3675,0.0722,0.0161
frame_1051,0.2565,0.2156,0.0062,0.0511,0.3696,0.0699,0.0312
frame_1052,0.2348,0.2236,0.0070,0.0522,0.3697,0.0836,0.0290
frame_1053,0.2419,0.2245,0.0076,0.0517,0.3714,0.0776,0.0253
frame_1054,0.1463,0.2982,0.0040,0.0527,0.3705,0.0868,0.0415
frame_1055,0.1325,0.3214,0.0080,0.0579,0.3695,0.0934,0.0173
frame_1056,0.2227,0.2460,0.0065,0.0595,0.3682,0.0867,0.0104
frame_1057,0.1960,0.2802,0.0050,0.0640,0.3623,0.0869,0.0056
frame_1058,0.1794,0.3032,0.0071,0.0551,0.3595,0.0830,0.0127
frame_1059,0.1902,0.3140,0.0048,0.0399,0.3527,0.0836,0.0149
frame_1060,0.1739,0.3391,0.0033,0.0314,0.3530,0.0842,0.0151
frame_1061,0.1795,0.3485,0.0010,0.0241,0.3496,0.0844,0.0130
frame_1062,0.2143,0.3112,0.0020,0.0218,0.3465,0.0862,0.0180
frame_1063,0.1900,0.3466,0.0016,0.0214,0.3522,0.0834,0.0047
frame_1064,0.2044,0.3309,0.0006,0.0213,0.3477,0.0792,0.0160
frame_1065,0.1895,0.3415,0.0020,0.0216,0.3517,0.0789,0.0149
frame_1066,0.1997,0.3234,0.0012,0.0233,0.3510,0.0836,0.0178
frame_1067,0.2054,0.3329,0.0019,0.0222,0.3509,0.0769,0.0100
frame_1068,0.2019,0.3337,0.0022,0.0188,0.3491,0.0890,0.0054
frame_1069,0.2084,0.3321,0.0022,0.0196,0.3428,0.0872,0.0077
frame_1070,0.2348,0.3219,0.0025,0.0208,0.3442,0.0726,0.0032
frame_1071,0.2197,0.3409,0.0020,0.0210,0.3410,0.0627,0.0126
frame_1072,0.2181,0.3299,0.0013,0.0222,0.3447,0.0726,0.0112
frame_1073,0.2237,0.3246,0.0016,0.0219,0.3441,0.0775,0.0066
frame_1074,0.2206,0.3318,0.0013,0.0230,0.3395,0.0779,0.0059
frame_1075,0.2082,0.3476,0.0014,0.0241,0.3394,0.0743,0.0050
frame_1076,0.1990,0.3529,0.0021,0.0249,0.3345,0.0725,0.0142
frame_1077,0.1947,0.3581,0.0011,0.0250,0.3356,0.0742,0.0114
frame_1078,0.1738,0.3689,0.0018,0.0262,0.3326,0.0849,0.0117
frame_1079,0.1980,0.3506,0.0096,0.0254,0.3307,0.0789,0.0069
frame_1080,0.2247,0.3247,0.0059,0.0261,0.3393,0.0740,0.0053
frame_1081,0.1956,0.3659,0.0013,0.0281,0.3277,0.0793,0.0020
frame_1082,0.2072,0.3383,0.0016,0.0272,0.3351,0.0785,0.0121
frame_1083,0.2123,0.3452,0.0031,0.0286,0.3362,0.0735,0.0012
frame_1084,0.2077,0.3322,0.0022,0.0309,0.3398,0.0774,0.0097
frame_1085,0.2180,0.3243,0.0040,0.0312,0.3418,0.0691,0.0115
frame_1086,0.2318,0.3112,0.0020,0.0361,0.3390,0.0621,0.0178
frame_1087,0.2093,0.3225,0.0017,0.0418,0.3434,0.0747,0.0065
frame_1088,0.2215,0.3053,0.0033,0.0547,0.3405,0.0705,0.0042
frame_1089,0.2235,0.3061,0.0021,0.0570,0.3370,0.0692,0.0052
frame_1090,0.2234,0.3032,0.0022,0.0597,0.3347,0.0640,0.0128
frame_1091,0.2153,0.3072,0.0043,0.0634,0.3269,0.0691,0.0139
frame_1092,0.2201,0.3125,0.0048,0.0631,0.3236,0.0626,0.0133
frame_1093,0.2128,0.3248,0.0044,0.0691,0.3175,0.0648,0.0066
frame_1094,0.2160,0.3189,0.0055,0.0710,0.3095,0.0759,0.0031
frame_1095,0.2181,0.3273,0.0089,0.0697,0.3091,0.0513,0.0157
frame_1096,0.2104,0.3185,0.0096,0.0749,0.3041,0.0737,0.0089
frame_1097,0.2085,0.3202,0.0103,0.0832,0.3033,0.0728,0.0016
frame_1098,0.2136,0.3033,0.0149,0.0928,0.3044,0.0705,0.0005
frame_1099,0.2233,0.2884,0.0174,0.0961,0.3014,0.0711,0.0023
frame_1100,0.2188,0.2929,0.0142,0.0964,0.3037,0.0737,0.0005
frame_1101,0.2114,0.2870,0.0175,0.0974,0.3011,0.0744,0.0112
frame_1102,0.2109,0.2762,0.0166,0.0948,0.2987,0.0940,0.0087
frame_1103,0.2139,0.2879,0.0149,0.0893,0.2994,0.0836,0.0111
frame_1104,0.2106,0.3070,0.0107,0.0859,0.2936,0.0861,0.0061
frame_1105,0.2221,0.2959,0.0116,0.0861,0.2920,0.0743,0.0179
frame_1106,0.2256,0.2992,0.0104,0.0862,0.2903,0.0703,0.0180
frame_1107,0.2299,0.3078,0.0106,0.0887,0.2839,0.0679,0.0113
frame_1108,0.2362,0.3126,0.0086,0.0893,0.2800,0.0636,0.0097
frame_1109,0.2379,0.3157,0.0072,0.0926,0.2719,0.0639,0.0109
frame_1110,0.2384,0.3182,0.0073,0.1007,0.2679,0.0614,0.0060
frame_1111,0.2491,0.3129,0.0067,0.1039,0.2624,0.0627,0.0022
frame_1112,0.2531,0.2995,0.0067,0.1125,0.2548,0.0654,0.0081
frame_1113,0.2609,0.3053,0.0056,0.1219,0.2521,0.0517,0.0026
frame_1114,0.2552,0.3070,0.0058,0.1303,0.2424,0.0524,0.0069
frame_1115,0.2486,0.3165,0.0055,0.1362,0.2323,0.0555,0.0053
frame_1116,0.2684,0.3010,0.0039,0.1467,0.2234,0.0541,0.0024
frame_1117,0.2699,0.3002,0.0037,0.1539,0.2099,0.0509,0.0115
frame_1118,0.2581,0.3148,0.0028,0.1652,0.1989,0.0551,0.0051
frame_1119,0.2455,0.3312,0.0037,0.1738,0.1843,0.0551,0.0064
frame_1120,0.2577,0.3153,0.0041,0.1932,0.1654,0.0563,0.0081
frame_1121,0.2580,0.3190,0.0047,0.2094,0.1452,0.0513,0.0125
frame_1122,0.2651,0.3137,0.0035,0.2268,0.1267,0.0553,0.0088
frame_1123,0.2629,0.3187,0.0029,0.2506,0.1004,0.0585,0.0060
frame_1124,0.2436,0.3339,0.0029,0.2851,0.0679,0.0641,0.0026
frame_1125,0.2481,0.3280,0.0025,0.2973,0.0525,0.0663,0.0054
frame_1126,0.2435,0.3322,0.0022,0.3107,0.0423,0.0647,0.0043
frame_1127,0.2312,0.3320,0.0030,0.3230,0.0373,0.0619,0.0115
frame_1128,0.2284,0.3289,0.0026,0.3292,0.0338,0.0702,0.0068
frame_1129,0.2145,0.3196,0.0027,0.3563,0.0290,0.0740,0.0039
frame_1130,0.2315,0.2843,0.0035,0.3717,0.0265,0.0704,0.0121
frame_1131,0.1441,0.3776,0.0053,0.3711,0.0226,0.0689,0.0105
frame_1132,0.1089,0.4199,0.0053,0.3605,0.0190,0.0738,0.0127
frame_1133,0.1259,0.4027,0.0088,0.3499,0.0175,0.0771,0.0181
frame_1134,0.1395,0.3936,0.0074,0.3452,0.0144,0.0775,0.0224
frame_1135,0.1124,0.4228,0.0100,0.3397,0.0135,0.0853,0.0162
frame_1136,0.2252,0.3114,0.0092,0.3404,0.0125,0.0882,0.0132
frame_1137,0.2172,0.3134,0.0053,0.3453,0.0114,0.0871,0.0204
frame_1138,0.2169,0.3128,0.0042,0.3441,0.0120,0.0784,0.0316
frame_1139,0.1384,0.3900,0.0033,0.3467,0.0107,0.0895,0.0214
frame_1140,0.1630,0.3753,0.0045,0.3418,0.0089,0.0947,0.0118
frame_1141,0.1608,0.3855,0.0040,0.3444,0.0084,0.0799,0.0170
frame_1142,0.1379,0.4065,0.0011,0.3468,0.0063,0.0882,0.0133
frame_1143,0.1510,0.3936,0.0006,0.3465,0.0067,0.0917,0.0097
frame_1144,0.2407,0.3160,0.0038,0.3450,0.0062,0.0796,0.0086
frame_1145,0.2255,0.3286,0.0027,0.3493,0.0064,0.0736,0.0139
frame_1146,0.2516,0.3052,0.0020,0.3531,0.0060,0.0718,0.0102
frame_1147,0.2176,0.3384,0.0018,0.3551,0.0076,0.0726,0.0069
frame_1148,0.2156,0.3256,0.0015,0.3658,0.0089,0.0673,0.0153
frame_1149,0.2343,0.3060,0.0033,0.3685,0.0116,0.0624,0.0138
frame_1150,0.2106,0.3230,0.0017,0.3672,0.0167,0.0658,0.0150
frame_1151,0.2243,0.3086,0.0020,0.3718,0.0179,0.0640,0.0113
frame_1152,0.2627,0.2762,0.0013,0.3671,0.0222,0.0608,0.0096
frame_1153,0.2738,0.2716,0.0023,0.3549,0.0266,0.0625,0.0083
frame_1154,0.2757,0.2910,0.0019,0.3405,0.0172,0.0644,0.0093
frame_1155,0.2760,0.2913,0.0012,0.3406,0.0226,0.0626,0.0056
frame_1156,0.2760,0.3028,0.0023,0.3326,0.0225,0.0623,0.0014
frame_1157,0.2731,0.3073,0.0026,0.3239,0.0245,0.0655,0.0031
frame_1158,0.2749,0.3164,0.0051,0.3170,0.0247,0.0580,0.0040
frame_1159,0.2741,0.3067,0.0056,0.3128,0.0371,0.0596,0.0042
frame_1160,0.2659,0.3209,0.0074,0.3082,0.0243,0.0627,0.0106
frame_1161,0.2685,0.3053,0.0104,0.3083,0.0376,0.0612,0.0088
frame_1162,0.2651,0.3096,0.0107,0.3105,0.0372,0.0605,0.0064
frame_1163,0.2659,0.3101,0.0056,0.3134,0.0358,0.0661,0.0032
frame_1164,0.2597,0.3238,0.0024,0.3165,0.0364,0.0533,0.0078
frame_1165,0.2489,0.3221,0.0008,0.3268,0.0359,0.0518,0.0137
frame_1166,0.2391,0.3153,0.0003,0.3416,0.0384,0.0608,0.0046
frame_1167,0.2361,0.3085,0.0017,0.3460,0.0410,0.0558,0.0109
frame_1168,0.1513,0.3956,0.0171,0.3269,0.0484,0.0553,0.0054
frame_1169,0.1609,0.3943,0.0196,0.3120,0.0529,0.0534,0.0069
frame_1170,0.1301,0.4258,0.0179,0.3056,0.0573,0.0576,0.0057
frame_1171,0.1327,0.4483,0.0068,0.2885,0.0620,0.0475,0.0142
frame_1172,0.1527,0.4246,0.0171,0.2777,0.0681,0.0485,0.0114
frame_1173,0.1582,0.4104,0.0134,0.2694,0.0751,0.0413,0.0323
frame_1174,0.1486,0.4491,0.0005,0.2635,0.0789,0.0486,0.0108
frame_1175,0.2126,0.3732,0.0035,0.2638,0.0748,0.0586,0.0134
frame_1176,0.2127,0.3772,0.0007,0.2568,0.0846,0.0641,0.0040
frame_1177,0.2242,0.3531,0.0006,0.2520,0.0863,0.0659,0.0178
frame_1178,0.2127,0.3600,0.0003,0.2524,0.0899,0.0657,0.0191
frame_1179,0.2012,0.3827,0.0008,0.2478,0.0933,0.0673,0.0069
frame_1180,0.1832,0.3927,0.0010,0.2418,0.0960,0.0711,0.0142
frame_1181,0.2114,0.3699,0.0020,0.2417,0.0980,0.0695,0.0075
frame_1182,0.2408,0.3523,0.0014,0.2358,0.0994,0.0572,0.0131
frame_1183,0.2694,0.3258,0.0005,0.2366,0.0997,0.0622,0.0057
frame_1184,0.2850,0.3165,0.0006,0.2398,0.0993,0.0523,0.0064
frame_1185,0.2748,0.3223,0.0014,0.2417,0.0967,0.0568,0.0064
frame_1186,0.2714,0.3192,0.0009,0.2451,0.0960,0.0604,0.0070
frame_1187,0.2757,0.3126,0.0017,0.2530,0.0935,0.0580,0.0056
frame_1188,0.2917,0.2940,0.0029,0.2573,0.0899,0.0587,0.0056
frame_1189,0.2844,0.2872,0.0014,0.2672,0.0871,0.0599,0.0129
frame_1190,0.2866,0.2797,0.0050,0.2722,0.0838,0.0631,0.0096
frame_1191,0.2854,0.2715,0.0031,0.2830,0.0791,0.0645,0.0134
frame_1192,0.2826,0.2708,0.0024,0.2890,0.0764,0.0664,0.0124
frame_1193,0.2743,0.2614,0.0013,0.2988,0.0734,0.0688,0.0220
frame_1194,0.2702,0.2441,0.0014,0.3245,0.0669,0.0665,0.0265
frame_1195,0.1890,0.3030,0.0051,0.3409,0.0623,0.0560,0.0436
frame_1196,0.1591,0.3382,0.0014,0.3452,0.0594,0.0671,0.0296
frame_1197,0.1700,0.3296,0.0018,0.3517,0.0568,0.0542,0.0359
frame_1198,0.1627,0.3352,0.0011,0.3536,0.0556,0.0498,0.0421
frame_1199,0.2537,0.2305,0.0054,0.3602,0.0526,0.0562,0.0414
frame_1200,0.2617,0.2239,0.0016,0.3709,0.0493,0.0506,0.0421
frame_1201,0.2535,0.2309,0.0023,0.3755,0.0460,0.0582,0.0337
frame_1202,0.2709,0.2096,0.0050,0.3904,0.0427,0.0513,0.0302
frame_1203,0.2613,0.2132,0.0054,0.3958,0.0424,0.0518,0.0303
frame_1204,0.1464,0.3355,0.0032,0.3936,0.0440,0.0512,0.0262
frame_1205,0.2416,0.2510,0.0036,0.3829,0.0441,0.0503,0.0265
frame_1206,0.2490,0.2354,0.0050,0.3684,0.0419,0.0513,0.0490
frame_1207,0.2479,0.2558,0.0037,0.3596,0.0398,0.0503,0.0429
frame_1208,0.2444,0.2686,0.0028,0.3557,0.0388,0.0547,0.0349
frame_1209,0.2416,0.2726,0.0040,0.3580,0.0413,0.0616,0.0208
frame_1210,0.2392,0.2570,0.0041,0.3768,0.0398,0.0587,0.0244
frame_1211,0.2337,0.2570,0.0056,0.3659,0.0390,0.0673,0.0314
frame_1212,0.2434,0.2639,0.0103,0.3567,0.0375,0.0614,0.0269
frame_1213,0.2436,0.2803,0.0108,0.3436,0.0432,0.0557,0.0228
frame_1214,0.2435,0.2672,0.0093,0.3306,0.0504,0.0708,0.0282
frame_1215,0.2437,0.2651,0.0084,0.3249,0.0540,0.0675,0.0364
frame_1216,0.2493,0.2550,0.0091,0.3084,0.0628,0.0594,0.0560
frame_1217,0.2457,0.2359,0.0089,0.2988,0.0736,0.0657,0.0714
frame_1218,0.2417,0.2763,0.0073,0.2921,0.0770,0.0677,0.0379
frame_1219,0.2306,0.2797,0.0050,0.2729,0.0768,0.0776,0.0575
frame_1220,0.2284,0.2756,0.0083,0.2638,0.0853,0.0749,0.0636
frame_1221,0.2192,0.2660,0.0059,0.2587,0.0980,0.0757,0.0766
frame_1222,0.2238,0.3089,0.0046,0.2546,0.0972,0.0618,0.0491
frame_1223,0.1997,0.3240,0.0082,0.2432,0.1060,0.0784,0.0406
frame_1224,0.2271,0.2976,0.0041,0.2445,0.1166,0.0679,0.0422
frame_1225,0.2114,0.3062,0.0061,0.2382,0.1227,0.0559,0.0594
frame_1226,0.2249,0.3216,0.0040,0.2242,0.1275,0.0557,0.0420
frame_1227,0.2409,0.3029,0.0096,0.2168,0.1440,0.0529,0.0328
frame_1228,0.2275,0.3191,0.0078,0.2090,0.1515,0.0556,0.0295
frame_1229,0.2274,0.3150,0.0081,0.2004,0.1600,0.0455,0.0436
frame_1230,0.2439,0.2930,0.0107,0.2066,0.1657,0.0554,0.0248
frame_1231,0.2511,0.2795,0.0130,0.1957,0.1722,0.0555,0.0329
frame_1232,0.2401,0.2701,0.0152,0.2013,0.1803,0.0510,0.0421
frame_1233,0.2260,0.2557,0.0122,0.2121,0.1874,0.0522,0.0544
frame_1234,0.2358,0.2419,0.0098,0.2185,0.1943,0.0507,0.0490
frame_1235,0.2560,0.2273,0.0114,0.2179,0.1962,0.0574,0.0338
frame_1236,0.2730,0.2076,0.0155,0.2135,0.2086,0.0473,0.0344
frame_1237,0.2855,0.1945,0.0170,0.2024,0.2177,0.0468,0.0362
frame_1238,0.3055,0.1794,0.0196,0.2003,0.2234,0.0502,0.0216
frame_1239,0.3070,0.1842,0.0103,0.1930,0.2309,0.0321,0.0425
frame_1240,0.3121,0.1768,0.0113,0.1885,0.2361,0.0451,0.0301
frame_1241,0.3134,0.1804,0.0134,0.1856,0.2391,0.0434,0.0247
frame_1242,0.3192,0.1725,0.0136,0.1872,0.2418,0.0401,0.0256
frame_1243,0.3218,0.1692,0.0155,0.1819,0.2436,0.0425,0.0255
frame_1244,0.3216,0.1723,0.0143,0.1801,0.2454,0.0408,0.0255
frame_1245,0.3275,0.1643,0.0120,0.1811,0.2471,0.0421,0.0257
frame_1246,0.3228,0.1641,0.0110,0.1800,0.2480,0.0453,0.0289
frame_1247,0.3186,0.1575,0.0153,0.1779,0.2472,0.0507,0.0328
frame_1248,0.3162,0.1601,0.0100,0.1764,0.2524,0.0486,0.0363
frame_1249,0.3164,0.1537,0.0098,0.1750,0.2539,0.0488,0.0423
frame_1250,0.3091,0.1532,0.0104,0.1695,0.2573,0.0504,0.0501
frame_1251,0.3041,0.1549,0.0094,0.1687,0.2588,0.0435,0.0606
frame_1252,0.2914,0.1551,0.0097,0.1650,0.2621,0.0403,0.0765
frame_1253,0.2787,0.1602,0.0105,0.1617,0.2635,0.0431,0.0823
frame_1254,0.2664,0.1648,0.0106,0.1604,0.2645,0.0431,0.0902
frame_1255,0.2557,0.1737,0.0115,0.1601,0.2673,0.0412,0.0905
frame_1256,0.2395,0.1730,0.0145,0.1542,0.2683,0.0472,0.1033
frame_1257,0.2211,0.1919,0.0126,0.1525,0.2703,0.0434,0.1083
frame_1258,0.2146,0.1981,0.0164,0.1461,0.2704,0.0501,0.1044
frame_1259,0.2052,0.2070,0.0144,0.1435,0.2691,0.0455,0.1153
frame_1260,0.1938,0.2108,0.0186,0.1428,0.2665,0.0549,0.1126
frame_1261,0.1940,0.2300,0.0234,0.1390,0.2590,0.0495,0.1051
frame_1262,0.1973,0.2559,0.0302,0.1196,0.2479,0.0566,0.0925
frame_1263,0.1933,0.2874,0.0273,0.1110,0.2361,0.0626,0.0823
frame_1264,0.1859,0.3250,0.0255,0.1011,0.2314,0.0622,0.0689
frame_1265,0.1858,0.3554,0.0202,0.0968,0.2265,0.0611,0.0541
frame_1266,0.1909,0.3801,0.0220,0.0913,0.2168,0.0638,0.0350
frame_1267,0.1726,0.4270,0.0169,0.0850,0.2164,0.0487,0.0334
frame_1268,0.1926,0.4122,0.0192,0.0798,0.2166,0.0584,0.0212
frame_1269,0.1693,0.4414,0.0186,0.0752,0.2195,0.0589,0.0172
frame_1270,0.1861,0.4378,0.0179,0.0706,0.2194,0.0379,0.0303
frame_1271,0.1896,0.4327,0.0222,0.0675,0.2193,0.0575,0.0112
frame_1272,0.1801,0.4453,0.0234,0.0661,0.2208,0.0583,0.0060
frame_1273,0.1930,0.4422,0.0234,0.0629,0.2177,0.0550,0.0059
frame_1274,0.1933,0.4395,0.0200,0.0596,0.2240,0.0588,0.0048
frame_1275,0.1931,0.4457,0.0172,0.0569,0.2283,0.0551,0.0037
frame_1276,0.1920,0.4505,0.0135,0.0542,0.2272,0.0584,0.0042
frame_1277,0.1807,0.4592,0.0134,0.0511,0.2307,0.0623,0.0026
frame_1278,0.1938,0.4371,0.0213,0.0474,0.2311,0.0649,0.0043
frame_1279,0.1727,0.4529,0.0195,0.0480,0.2352,0.0694,0.0023
frame_1280,0.2119,0.4143,0.0209,0.0435,0.2340,0.0597,0.0156
frame_1281,0.1791,0.4531,0.0174,0.0405,0.2297,0.0762,0.0040
frame_1282,0.1596,0.4699,0.0163,0.0398,0.2360,0.0719,0.0066
frame_1283,0.2001,0.4238,0.0175,0.0373,0.2373,0.0816,0.0023
frame_1284,0.1602,0.4555,0.0154,0.0352,0.2443,0.0877,0.0015
frame_1285,0.1564,0.4676,0.0129,0.0344,0.2363,0.0889,0.0036
frame_1286,0.1549,0.4498,0.0119,0.0319,0.2553,0.0911,0.0051
frame_1287,0.1708,0.4277,0.0102,0.0303,0.2634,0.0920,0.0055
frame_1288,0.1688,0.4190,0.0102,0.0296,0.2678,0.0991,0.0056
frame_1289,0.1855,0.3899,0.0094,0.0285,0.2721,0.1110,0.0035
frame_1290,0.1778,0.4133,0.0122,0.0278,0.2765,0.0884,0.0040
frame_1291,0.2107,0.3752,0.0105,0.0269,0.2754,0.0866,0.0147
frame_1292,0.1709,0.4298,0.0126,0.0264,0.2803,0.0765,0.0035
frame_1293,0.1832,0.4298,0.0105,0.0253,0.2794,0.0643,0.0074
frame_1294,0.1910,0.4158,0.0126,0.0242,0.2819,0.0665,0.0080
frame_1295,0.1857,0.4190,0.0137,0.0237,0.2846,0.0700,0.0034
frame_1296,0.1823,0.4231,0.0161,0.0230,0.2835,0.0674,0.0046
frame_1297,0.1924,0.4139,0.0227,0.0230,0.2866,0.0607,0.0008
frame_1298,0.2047,0.3980,0.0205,0.0226,0.2851,0.0666,0.0025
frame_1299,0.1679,0.4363,0.0158,0.0215,0.2858,0.0667,0.0060
frame_1300,0.1612,0.4569,0.0144,0.0212,0.2869,0.0580,0.0015
frame_1301,0.1799,0.4390,0.0149,0.0207,0.2868,0.0573,0.0014
frame_1302,0.1639,0.4509,0.0123,0.0212,0.2901,0.0589,0.0027
frame_1303,0.1752,0.4446,0.0119,0.0204,0.2871,0.0567,0.0041
frame_1304,0.2100,0.4072,0.0132,0.0206,0.2907,0.0540,0.0043
frame_1305,0.2133,0.4100,0.0117,0.0208,0.2899,0.0509,0.0034
frame_1306,0.1802,0.4447,0.0123,0.0202,0.2882,0.0509,0.0035
frame_1307,0.2075,0.4125,0.0118,0.0199,0.2920,0.0455,0.0106
frame_1308,0.1974,0.4281,0.0154,0.0189,0.2882,0.0517,0.0003
frame_1309,0.1959,0.4233,0.0155,0.0189,0.2908,0.0523,0.0032
frame_1310,0.1105,0.5126,0.0181,0.0174,0.2890,0.0450,0.0072
frame_1311,0.1678,0.4472,0.0212,0.0173,0.2907,0.0549,0.0009
frame_1312,0.1618,0.4541,0.0194,0.0171,0.2929,0.0500,0.0047
frame_1313,0.2297,0.3930,0.0155,0.0166,0.2888,0.0425,0.0139
frame_1314,0.1357,0.4859,0.0133,0.0165,0.2903,0.0496,0.0088
frame_1315,0.2277,0.3951,0.0119,0.0163,0.2896,0.0565,0.0030
frame_1316,0.1910,0.4337,0.0105,0.0161,0.2887,0.0584,0.0016
frame_1317,0.1895,0.4344,0.0096,0.0161,0.2937,0.0552,0.0014
frame_1318,0.1968,0.4261,0.0090,0.0155,0.2945,0.0557,0.0024
frame_1319,0.2265,0.3888,0.0074,0.0156,0.2983,0.0589,0.0045
frame_1320,0.1682,0.4518,0.0057,0.0158,0.2969,0.0547,0.0068
frame_1321,0.2247,0.3967,0.0053,0.0145,0.2957,0.0591,0.0040
frame_1322,0.1035,0.5159,0.0048,0.0149,0.3007,0.0568,0.0035
frame_1323,0.1429,0.4820,0.0039,0.0138,0.2959,0.0537,0.0077
frame_1324,0.1667,0.4489,0.0043,0.0139,0.2997,0.0592,0.0072
frame_1325,0.1907,0.4211,0.0036,0.0143,0.3032,0.0537,0.0134
frame_1326,0.1914,0.4191,0.0032,0.0140,0.3010,0.0551,0.0161
frame_1327,0.1821,0.4159,0.0024,0.0146,0.3060,0.0644,0.0147
frame_1328,0.1902,0.4049,0.0028,0.0147,0.3033,0.0648,0.0193
frame_1329,0.1903,0.3998,0.0021,0.0152,0.3065,0.0661,0.0200
frame_1330,0.1932,0.4017,0.0019,0.0142,0.3035,0.0633,0.0223
frame_1331,0.1930,0.3997,0.0033,0.0137,0.3016,0.0587,0.0301
frame_1332,0.2026,0.3931,0.0010,0.0141,0.3066,0.0570,0.0256
frame_1333,0.2001,0.3989,0.0008,0.0133,0.3045,0.0520,0.0303
frame_1334,0.1979,0.3990,0.0007,0.0135,0.3067,0.0562,0.0260
frame_1335,0.1968,0.3947,0.0016,0.0142,0.3134,0.0564,0.0229
frame_1336,0.1934,0.3983,0.0004,0.0149,0.3119,0.0616,0.0195
frame_1337,0.1975,0.3916,0.0003,0.0147,0.3146,0.0615,0.0198
frame_1338,0.1939,0.3932,0.0010,0.0145,0.3151,0.0536,0.0288
frame_1339,0.1884,0.4002,0.0010,0.0144,0.3148,0.0522,0.0291
frame_1340,0.1912,0.3916,0.0014,0.0145,0.3167,0.0501,0.0345
frame_1341,0.1901,0.3964,0.0012,0.0147,0.3136,0.0554,0.0286
frame_1342,0.1894,0.3863,0.0009,0.0151,0.3180,0.0608,0.0296
frame_1343,0.2048,0.3779,0.0016,0.0149,0.3151,0.0564,0.0293
frame_1344,0.1938,0.3892,0.0016,0.0151,0.3121,0.0566,0.0317
frame_1345,0.1906,0.3910,0.0016,0.0149,0.3158,0.0563,0.0298
frame_1346,0.1925,0.3876,0.0017,0.0156,0.3129,0.0486,0.0410
frame_1347,0.1940,0.3813,0.0026,0.0161,0.3142,0.0521,0.0396
frame_1348,0.1919,0.3735,0.0023,0.0168,0.3188,0.0606,0.0361
frame_1349,0.1937,0.3713,0.0032,0.0178,0.3138,0.0609,0.0394
frame_1350,0.1961,0.3698,0.0036,0.0180,0.3158,0.0595,0.0372
frame_1351,0.1981,0.3653,0.0041,0.0189,0.3130,0.0568,0.0439
frame_1352,0.1930,0.3626,0.0054,0.0198,0.3134,0.0568,0.0489
frame_1353,0.1903,0.3589,0.0078,0.0199,0.3140,0.0575,0.0516
frame_1354,0.1833,0.3564,0.0103,0.0231,0.3095,0.0626,0.0547
frame_1355,0.1918,0.3487,0.0143,0.0199,0.3102,0.0611,0.0539
frame_1356,0.1879,0.3581,0.0164,0.0211,0.3052,0.0610,0.0504
